CRASH_DATE,WEATHER_CONDITION,LIGHTING_CONDITION,ROADWAY_SURFACE_COND,ROAD_DEFECT,FIRST_CRASH_TYPE,CRASH_TYPE,LATITUDE,LONGITUDE,BEAT_OF_OCCURRENCE,ALIGNMENT,TRAFFICWAY_TYPE,LANE_CNT,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,INTERSECTION_RELATED_I,DAMAGE,NUM_UNITS,HIT_AND_RUN_I
2025-01-09T10:20:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.769963400000000,-122.44751330000000,Haight Ashbury,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-09T10:31:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Other Visible),37.774181422621538,-122.42917834316495,Hayes Valley,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-09T12:31:00.000,Clear,Daylight,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Severe),37.785685802006043,-122.42139330755417,Western Addition,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-09T15:46:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Other Visible),37.753626712215485,-122.49040061476747,Sunset/Parkside,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-09T16:08:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.748143630887832,-122.47497881582061,West of Twin Peaks,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-09T16:11:00.000,Clear,Daylight,Dry,No Unusual Condition,Head-On,Injury (Complaint of Pain),37.743838216042469,-122.42438486363861,Noe Valley,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-09T16:30:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Other Visible),37.767095589857917,-122.47929002256767,Golden Gate Park,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-09T16:31:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Other Visible),37.806423493943640,-122.40718045828115,North Beach,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-09T17:40:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.772863654920052,-122.47776694666517,Golden Gate Park,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-09T17:56:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Complaint of Pain),37.742861504993364,-122.47997764488382,Sunset/Parkside,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-10T10:31:00.000,Clear,Daylight,Dry,Not Stated,Broadside,Injury (Complaint of Pain),37.733702624718305,-122.40754587446752,Portola,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-10T18:53:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Complaint of Pain),37.786402319905655,-122.42321387373316,Western Addition,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-10T22:36:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Severe),37.742378751875741,-122.38385037621107,Bayview Hunters Point,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-10T23:45:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.711126315069173,-122.44223288669512,Excelsior,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-11T08:58:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Other Visible),37.752242548837500,-122.41839015765480,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-11T10:15:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.778082382103079,-122.40615042342031,South of Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-11T12:20:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Other Visible),37.732456137879609,-122.47495462064958,West of Twin Peaks,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-11T13:00:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.765051337066481,-122.41966897250170,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-11T14:21:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Other Visible),37.734208648602682,-122.48600918748831,Sunset/Parkside,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-11T14:29:00.000,Clear,Daylight,Dry,No Unusual Condition,Hit Object,Injury (Complaint of Pain),37.798881666722913,-122.40635420542877,North Beach,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-11T15:52:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.721057296268562,-122.47522195209162,Lakeshore,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-11T16:09:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Other Visible),37.749041287917350,-122.41813525186764,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-11T18:03:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.790578258885567,-122.42068738265782,Nob Hill,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-11T20:07:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.770879030705863,-122.44010854025122,Haight Ashbury,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-11T21:02:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.796685764334562,-122.39554398916368,Financial District/South Beach,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-11T23:19:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Overturned,Injury (Complaint of Pain),37.729801056157406,-122.40887796672452,Portola,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-12T02:13:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.781960766353322,-122.42063825020166,Western Addition,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-12T17:25:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.798429702092918,-122.40222863940132,Financial District/South Beach,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-12T21:39:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.780611621374121,-122.42373098353657,Western Addition,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-13T03:02:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.782059324234524,-122.40120361387176,South of Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-13T03:29:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Hit Object,Injury (Complaint of Pain),37.723919994419369,-122.40206096705688,Portola,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-13T03:39:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Hit Object,Injury (Complaint of Pain),37.723919994419369,-122.40206096705688,Portola,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-13T08:04:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.728974766820919,-122.46807726166649,West of Twin Peaks,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-13T09:04:00.000,Clear,Daylight,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.718040568650487,-122.44251089825393,Outer Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-13T10:26:00.000,Clear,Daylight,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.760759180821758,-122.40701081267221,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-13T15:25:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.791209832333642,-122.40048775501371,Financial District/South Beach,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-13T18:18:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Sideswipe,Injury (Other Visible),37.782790178236169,-122.42163695697874,Western Addition,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-13T21:18:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Head-On,Injury (Complaint of Pain),37.779187259388287,-122.51183933880124,Outer Richmond,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-14T01:19:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Broadside,Injury (Severe),37.764090861027213,-122.41300268437270,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-14T07:53:00.000,Clear,Daylight,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Other Visible),37.710748523098104,-122.44767244321274,Excelsior,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-14T09:14:00.000,Clear,Daylight,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Other Visible),37.760286460292235,-122.41835987859884,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-14T13:50:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Severe),37.774237988914017,-122.41699403860608,South of Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-14T14:34:00.000,Clear,Daylight,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Complaint of Pain),37.778576197501778,-122.41174119253895,South of Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-14T15:00:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Severe),37.728082176975661,-122.40378198263564,Portola,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-14T15:13:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.743217883717250,-122.49443934344832,Sunset/Parkside,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-14T16:30:00.000,Clear,Daylight,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Complaint of Pain),37.791152809029164,-122.39581342230937,Financial District/South Beach,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-14T18:18:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Severe),37.717173868917946,-122.47257245470442,Lakeshore,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-14T19:57:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Other,Injury (Complaint of Pain),37.722223424399594,-122.45033665738038,Oceanview/Merced/Ingleside,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-14T21:03:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Broadside,Injury (Other Visible),37.782731635545800,-122.40647940264707,South of Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-14T21:54:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.772957392490987,-122.42375837855948,Hayes Valley,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-15T04:56:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Hit Object,Injury (Other Visible),37.780287235849478,-122.41157868331558,South of Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-15T07:05:00.000,Clear,Dusk - Dawn,Dry,"Holes, Deep Rut",Other,Injury (Other Visible),37.792565704553766,-122.39132742192888,Financial District/South Beach,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-15T09:10:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.748906530819355,-122.42035371063206,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-15T09:34:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.745572522838422,-122.40424513281141,Bernal Heights,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-15T10:43:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.783673184334674,-122.39596813910350,Financial District/South Beach,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-15T12:15:00.000,Clear,Daylight,Dry,No Unusual Condition,Head-On,Injury (Complaint of Pain),37.785830495289431,-122.40245636645757,Financial District/South Beach,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-15T12:16:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.787049919043206,-122.43323077799010,Pacific Heights,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-15T12:46:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Other Visible),37.758654485313052,-122.41905470521218,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-15T15:00:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Other Visible),37.746904501700534,-122.44484273599005,Noe Valley,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-15T15:39:00.000,Clear,Daylight,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.735935961104431,-122.47512075345595,West of Twin Peaks,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-15T18:54:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Broadside,Injury (Other Visible),37.751971624982630,-122.42287883267488,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-16T06:17:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.764517149097536,-122.41742287375845,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-16T08:28:00.000,Clear,Daylight,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.775003336687170,-122.47190510346636,Outer Richmond,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-16T10:48:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Other Visible),37.805977368526847,-122.41838065902685,North Beach,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-16T15:12:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.786545951516786,-122.41460185157666,Tenderloin,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-16T15:25:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.750902580535822,-122.41392577249741,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-16T15:34:00.000,Clear,Daylight,Dry,No Unusual Condition,Head-On,Injury (Other Visible),37.731542959268538,-122.44886626469946,West of Twin Peaks,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-16T16:06:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.764309984880455,-122.41036374937660,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-16T16:38:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.729430166964612,-122.41200005581946,Portola,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-16T17:11:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Not Stated,Injury (Complaint of Pain),37.776892173002295,-122.41968997624704,Tenderloin,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-01-16T17:37:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.772405612663142,-122.41832998153195,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
